аф	266
и	226
user	173
а	162
шумбрат	152
мокшень	136
кода	133
ялгат	130
мархта	107
сюкпря	100
тя	88
мокша	86
мон	84
од	73
пара	69
тон	68
кие	63
кельгома	61
мезе	59
эрзя	57
мордовия	56
цебярь	54
лац	50
пяк	50
тячи	48
мазы	47
сембе	45
мес	42
сон	41
аш	40
с	40
ули	40
шумбратада	38
кодама	35
минь	35
ши	35
a	34
тяфтама	34
монь	33
тяфта	32
десяточка	31
оцю	31
эрзянь	31
эряви	31
10канал	30
валмуворкс	30
лама	30
одпинге	30
сяда	30
эса	30
аньцек	29
сай	28
саранск	28
тяса	27
мокшекс	26
содаса	26
киза	24
коса	23
кяльса	23
тонь	23
шачема	23
колга	22
сембонди	22
тят	22
анон	21
кармай	21
ни	21
m	20
кда	20
сась	20
ся	20
теенть	20
шумбра	20
ə	19
велесь	19
лемса	19
пинге	19
шить	19
эрь	19
link	18
да	18
кяльть	18
нинге	18
тинь	18
вай	17
велеса	17
моли	17
саранскяйсь	17
фкя	17
эсь	17
k	16
кулхцондода	16
курок	16
лямбе	16
пачат	16
синь	16
тага	16
тоса	16
шит	16
s	15
катк	15
лангс	15
мяльса	15
сонь	15
тейть	15
у	15
шись	15
эзда	15
p	14
лангса	14
мзярда	14
мора	14
мордовияса	14
но	14
саранскяйса	14
ульсь	14
якстерь	14
ä	13
ваймама	13
ванфтомак	13
ломаттне	13
мокшет	13
тундась	13
улема	13
шкайнязе	13
r	12
или	12
исяк	12
кизось	12
ков	12
кулхцондыеньке	12
лацкас	12
одкстоптовсть	12
пря	12
сембонь	12
стама	12
тейне	12
тефне	12
фалу	12
эфирхне	12
sʲ	11
валомне	11
кафта	11
коза	11
куду	11
мзяра	11
мизе	11
молемс	11
паваз	11
сембода	11
тоже	11
тяни	11
шобдава	11
ётась	11
n	10
ащи	10
ванды	10
инголи	10
инь	10
коста	10
меле	10
мокшан	10
молихть	10
мордовиянь	10
ня	10
пизем	10
рузонь	10
сембось	10
содасы	10
сюк	10
сяс	10
т	10
цебярьста	10
арьсетяма	9
афи	9
афкукс	9
валонкса	9
кизонь	9
корхтай	9
мази	9
мастор	9
мокшэрзянь	9
молян	9
морот	9
москуса	9
национальнай	9
ошеньке	9
панчф	9
пингть	9
сире	9
содама	9
стирь	9
тевонття	9
тячиень	9
ульхть	9
шачем	9
шицень	9
школаса	9
што	9
ёфкс	9
tʲ	8
азомс	8
арьсян	8
ашень	8
вага	8
вайме	8
ваность	8
вдь	8
веле	8
велень	8
вов	8
илядь	8
кати	8
келунясь	8
кивок	8
кизоть	8
кинь	8
кштимс	8
ломатть	8
люкай	8
м	8
марина	8
морай	8
ошень	8
пади	8
пингста	8
покодема	8
район	8
стане	8
сюконян	8
то	8
тусь	8
тяза	8
тялось	8
шта	8
эрзят	8
эрюш	8
эрян	8
я	8
1	7
i	7
t	7
авань	7
анок	7
библиотекаса	7
ва	7
валхт	7
вежай	7
велеста	7
журналть	7
канды	7
кельгса	7
кона	7
коряс	7
лемоц	7
лиссь	7
лия	7
ломань	7
погодась	7
правда	7
прай	7
прокс	7
р-он	7
россиянь	7
саворне	7
стака	7
сяка	7
тейнек	7
тейнть	7
тонць	7
хоть	7
цёрат	7
шумбраши	7
эста	7
f	6
адажса	6
али	6
арьсят	6
ашезь	6
баняса	6
в	6
валть	6
валхне	6
варма	6
вирьса	6
въдь	6
